Synonym1	ID1	Type1	Synonym2	ID2	Type2	Source
Not needed	78317	gene product	Not needed	31004	metabolite	database
Not needed	78320	gene product	Not needed	32040	metabolite	database
Not needed	78321	gene product	Not needed	28425	metabolite	database
Not needed	78321	gene product	Not needed	31031	metabolite	database
Not needed	78324	gene product	Not needed	31033	metabolite	database
Not needed	78325	gene product	Not needed	31006	metabolite	database
Not needed	78325	gene product	Not needed	28622	metabolite	database
Not needed	78326	gene product	Not needed	29371	metabolite	database
Not needed	78330	gene product	Not needed	29916	metabolite	database
Not needed	78334	gene product	Not needed	29916	metabolite	database
Not needed	78335	gene product	Not needed	32040	metabolite	database
Not needed	78340	gene product	Not needed	29916	metabolite	database
Not needed	78344	gene product	Not needed	32040	metabolite	database
Not needed	78347	gene product	Not needed	32015	metabolite	database
Not needed	78349	gene product	Not needed	29902	metabolite	database
Not needed	30925	metabolite	Not needed	29902	metabolite	database
Not needed	78354	gene product	Not needed	29902	metabolite	database
Not needed	78355	gene product	Not needed	31031	metabolite	database
Not needed	78356	gene product	Not needed	31004	metabolite	database
Not needed	78356	gene product	Not needed	32015	metabolite	database
Not needed	78359	gene product	Not needed	31031	metabolite	database
Not needed	78365	gene product	Not needed	31031	metabolite	database
Not needed	78366	gene product	Not needed	32040	metabolite	database
Not needed	78367	gene product	Not needed	27617	metabolite	database
Not needed	78369	gene product	Not needed	29916	metabolite	database
Not needed	78370	gene product	Not needed	27617	metabolite	database
Not needed	78371	gene product	Not needed	31031	metabolite	database
Not needed	78375	gene product	Not needed	29916	metabolite	database
Not needed	78375	gene product	Not needed	31006	metabolite	database
Not needed	78384	gene product	Not needed	29916	metabolite	database
Not needed	78385	gene product	Not needed	29916	metabolite	database
Not needed	78386	gene product	Not needed	31031	metabolite	database
Not needed	78388	gene product	Not needed	46618	metabolite	database
Not needed	78389	gene product	Not needed	28425	metabolite	database
Not needed	78392	gene product	Not needed	2437	lipid	database
Not needed	78394	gene product	Not needed	30746	metabolite	database
Not needed	78394	gene product	Not needed	32040	metabolite	database
Not needed	78395	gene product	Not needed	28425	metabolite	database
Not needed	78395	gene product	Not needed	29371	metabolite	database
Not needed	78402	gene product	Not needed	31033	metabolite	database
Not needed	78409	gene product	Not needed	29916	metabolite	database
Not needed	78409	gene product	Not needed	31006	metabolite	database
Not needed	78249	gene product	Not needed	27804	metabolite	database
Not needed	78412	gene product	Not needed	27811	metabolite	database
Not needed	78415	gene product	Not needed	28622	metabolite	database
Not needed	78415	gene product	Not needed	31031	metabolite	database
Not needed	78415	gene product	Not needed	31006	metabolite	database
Not needed	78415	gene product	Not needed	31004	metabolite	database
Not needed	78417	gene product	Not needed	29916	metabolite	database
Not needed	78421	gene product	Not needed	31031	metabolite	database
Not needed	78422	gene product	Not needed	32040	metabolite	database
Not needed	78424	gene product	Not needed	31006	metabolite	database
Not needed	78424	gene product	Not needed	28148	metabolite	database
Not needed	78429	gene product	Not needed	29916	metabolite	database
Not needed	78429	gene product	Not needed	31006	metabolite	database
Not needed	78431	gene product	Not needed	31031	metabolite	database
Not needed	78435	gene product	Not needed	29916	metabolite	database
Not needed	78439	gene product	Not needed	31006	metabolite	database
Not needed	78439	gene product	Not needed	31031	metabolite	database
Not needed	78449	gene product	Not needed	29371	metabolite	database
Not needed	8864	lipid	Not needed	29916	metabolite	database
Not needed	8864	lipid	Not needed	29371	metabolite	database
Not needed	78450	gene product	Not needed	31033	metabolite	database
Not needed	78452	gene product	Not needed	29916	metabolite	database
Not needed	78452	gene product	Not needed	31006	metabolite	database
Not needed	78459	gene product	Not needed	29916	metabolite	database
Not needed	78461	gene product	Not needed	28425	metabolite	database
Not needed	78462	gene product	Not needed	32040	metabolite	database
Not needed	78463	gene product	Not needed	29916	metabolite	database
Not needed	78474	gene product	Not needed	31006	metabolite	database
Not needed	78475	gene product	Not needed	31031	metabolite	database
Not needed	74492	metabolite	Not needed	31031	metabolite	database
Not needed	78482	gene product	Not needed	2437	lipid	database
Not needed	78485	gene product	Not needed	29916	metabolite	database
Not needed	78485	gene product	Not needed	31006	metabolite	database
Not needed	78485	gene product	Not needed	31031	metabolite	database
Not needed	78489	gene product	Not needed	29916	metabolite	database
Not needed	78490	gene product	Not needed	29916	metabolite	database
Not needed	78490	gene product	Not needed	31006	metabolite	database
Not needed	78491	gene product	Not needed	28425	metabolite	database
Not needed	78492	gene product	Not needed	31031	metabolite	database
Not needed	78496	gene product	Not needed	28622	metabolite	database
Not needed	78496	gene product	Not needed	31031	metabolite	database
Not needed	78496	gene product	Not needed	31006	metabolite	database
Not needed	78496	gene product	Not needed	31004	metabolite	database
Not needed	78501	gene product	Not needed	31030	metabolite	database
Not needed	78144	gene product	Not needed	28425	metabolite	database
Not needed	78144	gene product	Not needed	29816	metabolite	database
Not needed	78506	gene product	Not needed	29320	metabolite	database
Not needed	78508	gene product	Not needed	31007	metabolite	database
Not needed	78509	gene product	Not needed	29916	metabolite	database
Not needed	78516	gene product	Not needed	28148	metabolite	database
Not needed	78517	gene product	Not needed	31030	metabolite	database
Not needed	78524	gene product	Not needed	31031	metabolite	database
Not needed	78526	gene product	Not needed	31031	metabolite	database
Not needed	78527	gene product	Not needed	27617	metabolite	database
Not needed	78535	gene product	Not needed	29916	metabolite	database
Not needed	78536	gene product	Not needed	29916	metabolite	database
Not needed	78539	gene product	Not needed	29916	metabolite	database
Not needed	78540	gene product	Not needed	42494	metabolite	database
Not needed	78547	gene product	Not needed	29916	metabolite	database
Not needed	78547	gene product	Not needed	29816	metabolite	database
Not needed	29506	metabolite	Not needed	29916	metabolite	database
Not needed	78216	gene product	Not needed	29916	metabolite	database
Not needed	78550	gene product	Not needed	31006	metabolite	database
Not needed	78552	gene product	Not needed	31006	metabolite	database
Not needed	78556	gene product	Not needed	31031	metabolite	database
Not needed	78566	gene product	Not needed	29916	metabolite	database
Not needed	78566	gene product	Not needed	31006	metabolite	database
Not needed	78568	gene product	Not needed	2437	lipid	database
Not needed	78570	gene product	Not needed	29902	metabolite	database
Not needed	78572	gene product	Not needed	29916	metabolite	database
Not needed	29506	metabolite	Not needed	31006	metabolite	database
Not needed	78575	gene product	Not needed	28148	metabolite	database
Not needed	78575	gene product	Not needed	31006	metabolite	database
Not needed	78576	gene product	Not needed	31006	metabolite	database
Not needed	78577	gene product	Not needed	31030	metabolite	database
Not needed	78578	gene product	Not needed	29902	metabolite	database
Not needed	78582	gene product	Not needed	29916	metabolite	database
Not needed	78589	gene product	Not needed	29902	metabolite	database
Not needed	78590	gene product	Not needed	45881	metabolite	database
Not needed	78592	gene product	Not needed	32040	metabolite	database
Not needed	78596	gene product	Not needed	28425	metabolite	database
Not needed	78596	gene product	Not needed	29371	metabolite	database
Not needed	78598	gene product	Not needed	29916	metabolite	database
Not needed	78599	gene product	Not needed	27617	metabolite	database
Not needed	78600	gene product	Not needed	27617	metabolite	database
Not needed	78601	gene product	Not needed	27617	metabolite	database
Not needed	78608	gene product	Not needed	31006	metabolite	database
Not needed	78609	gene product	Not needed	31031	metabolite	database
Not needed	78609	gene product	Not needed	31005	metabolite	database
Not needed	78612	gene product	Not needed	31004	metabolite	database
Not needed	78617	gene product	Not needed	29916	metabolite	database
Not needed	78617	gene product	Not needed	29816	metabolite	database
Not needed	28586	metabolite	Not needed	30746	metabolite	database
Not needed	28586	metabolite	Not needed	32040	metabolite	database
Not needed	28586	metabolite	Not needed	28425	metabolite	database
Not needed	78157	gene product	Not needed	29916	metabolite	database
Not needed	78157	gene product	Not needed	31006	metabolite	database
Not needed	78157	gene product	Not needed	31030	metabolite	database
Not needed	78621	gene product	Not needed	29916	metabolite	database
Not needed	78622	gene product	Not needed	28425	metabolite	database
Not needed	78533	gene product	Not needed	29916	metabolite	database
Not needed	78624	gene product	Not needed	27617	metabolite	database
Not needed	78628	gene product	Not needed	31006	metabolite	database
Not needed	78635	gene product	Not needed	28425	metabolite	database
Not needed	78637	gene product	Not needed	29371	metabolite	database
Not needed	78637	gene product	Not needed	28586	metabolite	database
Not needed	78637	gene product	Not needed	29916	metabolite	database
Not needed	78639	gene product	Not needed	31031	metabolite	database
Not needed	78643	gene product	Not needed	29916	metabolite	database
Not needed	78647	gene product	Not needed	32040	metabolite	database
Not needed	78652	gene product	Not needed	29916	metabolite	database
Not needed	78653	gene product	Not needed	31031	metabolite	database
Not needed	78654	gene product	Not needed	29916	metabolite	database
Not needed	78655	gene product	Not needed	29916	metabolite	database
Not needed	78655	gene product	Not needed	31006	metabolite	database
Not needed	78658	gene product	Not needed	29916	metabolite	database
Not needed	78665	gene product	Not needed	31006	metabolite	database
Not needed	78668	gene product	Not needed	32040	metabolite	database
Not needed	78675	gene product	Not needed	29902	metabolite	database
Not needed	78680	gene product	Not needed	31031	metabolite	database
Not needed	78681	gene product	Not needed	29916	metabolite	database
Not needed	78683	gene product	Not needed	29916	metabolite	database
Not needed	78684	gene product	Not needed	28425	metabolite	database
Not needed	78009	gene product	Not needed	53694	metabolite	database
Not needed	78009	gene product	Not needed	31006	metabolite	database
Not needed	78692	gene product	Not needed	31033	metabolite	database
Not needed	78693	gene product	Not needed	32040	metabolite	database
Not needed	36137	metabolite	Not needed	28622	metabolite	database
Not needed	78694	gene product	Not needed	31006	metabolite	database
Not needed	78694	gene product	Not needed	29916	metabolite	database
Not needed	78293	gene product	Not needed	29916	metabolite	database
Not needed	78094	gene product	Not needed	31006	metabolite	database
Not needed	78697	gene product	Not needed	29916	metabolite	database
Not needed	78700	gene product	Not needed	31006	metabolite	database
Not needed	44088	metabolite	Not needed	31006	metabolite	database
Not needed	78702	gene product	Not needed	31031	metabolite	database
Not needed	78703	gene product	Not needed	29916	metabolite	database
Not needed	78705	gene product	Not needed	27617	metabolite	database
Not needed	78710	gene product	Not needed	29916	metabolite	database
Not needed	78712	gene product	Not needed	31031	metabolite	database
Not needed	78724	gene product	Not needed	29916	metabolite	database
Not needed	78726	gene product	Not needed	31031	metabolite	database
Not needed	78729	gene product	Not needed	29916	metabolite	database
Not needed	78729	gene product	Not needed	31006	metabolite	database
Not needed	78729	gene product	Not needed	31033	metabolite	database
Not needed	78731	gene product	Not needed	32040	metabolite	database
Not needed	78731	gene product	Not needed	32239	metabolite	database
Not needed	78734	gene product	Not needed	32040	metabolite	database
Not needed	78740	gene product	Not needed	29916	metabolite	database
Not needed	78740	gene product	Not needed	31006	metabolite	database
Not needed	78748	gene product	Not needed	31004	metabolite	database
Not needed	78748	gene product	Not needed	31031	metabolite	database
Not needed	78748	gene product	Not needed	31006	metabolite	database
Not needed	78751	gene product	Not needed	31031	metabolite	database
Not needed	78755	gene product	Not needed	29916	metabolite	database
Not needed	78755	gene product	Not needed	31006	metabolite	database
Not needed	78762	gene product	Not needed	29916	metabolite	database
Not needed	78769	gene product	Not needed	29916	metabolite	database
Not needed	78771	gene product	Not needed	31006	metabolite	database
Not needed	78773	gene product	Not needed	28425	metabolite	database
Not needed	78786	gene product	Not needed	29916	metabolite	database
Not needed	78787	gene product	Not needed	31031	metabolite	database
