Synonym1	ID1	Type1	Synonym2	ID2	Type2	Source
dtagaturonate	29557	metabolite	glucuronateisomerase	78998	gene product	database
dtagaturonate	29557	metabolite	tagaturonatereductase	78941	gene product	database
daltronate	29195	metabolite	tagaturonatereductase	78941	gene product	database
2dehydro3deoxydgluconate	28959	metabolite	2dehydro3deoxygluconokinase	79408	gene product	database
2dehydro3deoxy6phosphodgluconate	28204	metabolite	2dehydro3deoxygluconokinase	79408	gene product	database
2dehydro3deoxy6phosphodgluconate	28204	metabolite	2dehydro3deoxyphosphogluconatealdolase	79409	gene product	database
pyruvate	27804	metabolite	2dehydro3deoxyphosphogluconatealdolase	79409	gene product	database
dglyceraldehyde3phosphate	29033	metabolite	2dehydro3deoxyphosphogluconatealdolase	79409	gene product	database
guanylatekinase	78933	gene product	nucleosidediphosphatekinase	78513	gene product	database
gdp	29324	metabolite	gmp	29184	metabolite	database
gtp	28255	metabolite	gdp	29324	metabolite	database
xanthosine5phosphate	28012	metabolite	imp	29084	metabolite	database
gmp	29184	metabolite	xanthosine5phosphate	28012	metabolite	database
imp	29084	metabolite	impdehydrogenase	78483	gene product	database
xanthosine5phosphate	28012	metabolite	impdehydrogenase	78483	gene product	database
gmp	29184	metabolite	guanylatekinase	78933	gene product	database
gdp	29324	metabolite	guanylatekinase	78933	gene product	database
gdp	29324	metabolite	nucleosidediphosphatekinase	78513	gene product	database
gtp	28255	metabolite	nucleosidediphosphatekinase	78513	gene product	database
putrescine	29042	metabolite	agmatine	29245	metabolite	database
spermidine	28678	metabolite	putrescine	29042	metabolite	database
agmatine	29245	metabolite	larginine	28582	metabolite	database
putrescine	29042	metabolite	sadenosylmethioninamine	27993	metabolite	database
spermidine	28678	metabolite	sadenosylmethioninamine	27993	metabolite	database
dtdplrhamnose	28101	metabolite	dtdp4dehydrobetalrhamnose	43733	metabolite	database
dtdpglucose	28043	metabolite	dglucose1phosphate	28309	metabolite	database
nacetyldiaminopimelatedeacetylase	79022	gene product	diaminopimelateepimerase	78897	gene product	database
diaminopimelateepimerase	78897	gene product	diaminopimelatedecarboxylase	79136	gene product	database
4hydroxytetrahydrodipicolinatesynthase	79593	gene product	4hydroxytetrahydrodipicolinatereductase	79353	gene product	database
4hydroxytetrahydrodipicolinatereductase	79353	gene product	tetrahydrodipicolinatenacetyltransferase	79033	gene product	database
aspartatesemialdehydedehydrogenase	78680	gene product	4hydroxytetrahydrodipicolinatesynthase	79593	gene product	database
2345tetrahydrodipicolinate	34456	metabolite	2s4s4hydroxy2345tetrahydrodipicolinate	45665	metabolite	database
llysine	29641	metabolite	meso26diaminoheptanedioate	31103	metabolite	database
meso26diaminoheptanedioate	31103	metabolite	ll26diaminoheptanedioate	28273	metabolite	database
nacetyll2amino6oxopimelate	29190	metabolite	2345tetrahydrodipicolinate	34456	metabolite	database
ll26diaminoheptanedioate	28273	metabolite	n6acetylll26diaminoheptanedioate	29837	metabolite	database
n6acetylll26diaminoheptanedioate	29837	metabolite	nacetyll2amino6oxopimelate	29190	metabolite	database
2s4s4hydroxy2345tetrahydrodipicolinate	45665	metabolite	laspartate4semialdehyde	32861	metabolite	database
laspartate4semialdehyde	32861	metabolite	4hydroxytetrahydrodipicolinatesynthase	79593	gene product	database
2s4s4hydroxy2345tetrahydrodipicolinate	45665	metabolite	4hydroxytetrahydrodipicolinatesynthase	79593	gene product	database
2s4s4hydroxy2345tetrahydrodipicolinate	45665	metabolite	4hydroxytetrahydrodipicolinatereductase	79353	gene product	database
2345tetrahydrodipicolinate	34456	metabolite	4hydroxytetrahydrodipicolinatereductase	79353	gene product	database
2345tetrahydrodipicolinate	34456	metabolite	tetrahydrodipicolinatenacetyltransferase	79033	gene product	database
nacetyll2amino6oxopimelate	29190	metabolite	tetrahydrodipicolinatenacetyltransferase	79033	gene product	database
n6acetylll26diaminoheptanedioate	29837	metabolite	nacetyldiaminopimelatedeacetylase	79022	gene product	database
ll26diaminoheptanedioate	28273	metabolite	nacetyldiaminopimelatedeacetylase	79022	gene product	database
ll26diaminoheptanedioate	28273	metabolite	diaminopimelateepimerase	78897	gene product	database
meso26diaminoheptanedioate	31103	metabolite	diaminopimelateepimerase	78897	gene product	database
meso26diaminoheptanedioate	31103	metabolite	diaminopimelatedecarboxylase	79136	gene product	database
llysine	29641	metabolite	diaminopimelatedecarboxylase	79136	gene product	database
phosphatidatecytidylyltransferase	78152	gene product	phosphatidylserinesynthase	79292	gene product	database
cdpdiacylglycerol	29602	metabolite	phosphatidate	28494	metabolite	database
phosphatidylethanolamine	28283	metabolite	phosphatidylserine	29826	metabolite	database
phosphatidylserine	29826	metabolite	cdpdiacylglycerol	29602	metabolite	database
phosphatidate	28494	metabolite	phosphatidatecytidylyltransferase	78152	gene product	database
cdpdiacylglycerol	29602	metabolite	phosphatidatecytidylyltransferase	78152	gene product	database
cdpdiacylglycerol	29602	metabolite	phosphatidylserinesynthase	79292	gene product	database
phosphatidylserine	29826	metabolite	phosphatidylserinesynthase	79292	gene product	database
precursorz	40510	metabolite	8s38cyclo78dihydroguanosine5triphosphate	55432	metabolite	database
adenylatedmolybdopterin	43671	metabolite	molybdopterin	31696	metabolite	database
molybdopterin	31696	metabolite	precursorz	40510	metabolite	database
8s38cyclo78dihydroguanosine5triphosphate	55432	metabolite	gtp	28255	metabolite	database
8s38cyclo78dihydroguanosine5triphosphate	55432	metabolite	cyclicpyranopterinmonophosphatesynthase	78762	gene product	database
precursorz	40510	metabolite	cyclicpyranopterinmonophosphatesynthase	78762	gene product	database
precursorz	40510	metabolite	molybdopterinsynthasecatalyticsubunit	78854	gene product	database
molybdopterin	31696	metabolite	molybdopterinsynthasecatalyticsubunit	78854	gene product	database
d3phosphoglyceratedehydrogenase	79178	gene product	phosphoserineaminotransferase	78647	gene product	database
phosphoserineaminotransferase	78647	gene product	phosphoserinephosphatase	36137	metabolite	database
3phosphonooxypyruvate	29704	metabolite	3phosphodglycerate	28972	metabolite	database
ophospholserine	28128	metabolite	3phosphonooxypyruvate	29704	metabolite	database
lserine	2404	lipid	ophospholserine	28128	metabolite	database
3phosphodglycerate	28972	metabolite	d3phosphoglyceratedehydrogenase	79178	gene product	database
3phosphonooxypyruvate	29704	metabolite	d3phosphoglyceratedehydrogenase	79178	gene product	database
3phosphonooxypyruvate	29704	metabolite	phosphoserineaminotransferase	78647	gene product	database
ophospholserine	28128	metabolite	phosphoserineaminotransferase	78647	gene product	database
ophospholserine	28128	metabolite	phosphoserinephosphatase	36137	metabolite	database
lserine	2404	lipid	phosphoserinephosphatase	36137	metabolite	database
h2o	27816	metabolite	atp	27845	metabolite	database
atp	27845	metabolite	orthophosphate	29872	metabolite	database
h2o	27816	metabolite	adp	28774	metabolite	database
h2o	27816	metabolite	orthophosphate	29872	metabolite	database
orthophosphate	29872	metabolite	adp	28774	metabolite	database
ldihydroanticapsin	52038	metabolite	epoxy4sh4hpp	52037	metabolite	database
34r4hydroxycyclohexa15dien1yl2oxopropanoate	52034	metabolite	prephenate	31074	metabolite	database
epoxy4sh4hpp	52037	metabolite	epoxy3eh2hpp	52036	metabolite	database
lanticapsin	52008	metabolite	ldihydroanticapsin	52038	metabolite	database
bacilysin	52009	metabolite	lanticapsin	52008	metabolite	database
tetrahydrofolate	28000	metabolite	glycine	27851	metabolite	database
ammonia	28350	metabolite	tetrahydrofolate	28000	metabolite	database
510methylenetetrahydrofolate	33035	metabolite	tetrahydrofolate	28000	metabolite	database
ammonia	28350	metabolite	glycine	27851	metabolite	database
co2	28622	metabolite	glycine	27851	metabolite	database
510methylenetetrahydrofolate	33035	metabolite	glycine	27851	metabolite	database
510methylenetetrahydrofolate	33035	metabolite	ammonia	28350	metabolite	database
4amino2methyl5phosphooxymethylpyrimidine	41349	metabolite	4amino5hydroxymethyl2methylpyrimidine	28873	metabolite	database
4methyl52phosphooxyethylthiazole	41332	metabolite	52hydroxyethyl4methylthiazole	29598	metabolite	database
thiaminmonophosphate	28949	metabolite	4methyl52phosphooxyethylthiazole	41332	metabolite	database
