Synonym1	ID1	Type1	Synonym2	ID2	Type2	Source
Not needed	80126	gene product	Not needed	82302	gene product	database
Not needed	80126	gene product	Not needed	79278	gene product	database
Not needed	80131	gene product	Not needed	81997	gene product	database
Not needed	80131	gene product	Not needed	81094	gene product	database
Not needed	80145	gene product	Not needed	80330	gene product	database
Not needed	80159	gene product	Not needed	81405	gene product	database
Not needed	80178	gene product	Not needed	81134	gene product	database
Not needed	80219	gene product	Not needed	80401	gene product	database
Not needed	80228	gene product	Not needed	78016	gene product	database
Not needed	80228	gene product	Not needed	80096	gene product	database
Not needed	80244	gene product	Not needed	78106	gene product	database
Not needed	78449	gene product	Not needed	82520	gene product	database
Not needed	80247	gene product	Not needed	83426	gene product	database
Not needed	80255	gene product	Not needed	79769	gene product	database
Not needed	30925	metabolite	Not needed	78059	gene product	database
Not needed	80269	gene product	Not needed	81848	gene product	database
Not needed	80330	gene product	Not needed	81296	gene product	database
Not needed	80358	gene product	Not needed	80841	gene product	database
Not needed	80361	gene product	Not needed	82548	gene product	database
Not needed	80365	gene product	Not needed	80992	gene product	database
Not needed	80365	gene product	Not needed	81029	gene product	database
Not needed	80365	gene product	Not needed	79463	gene product	database
Not needed	80378	gene product	Not needed	79896	gene product	database
Not needed	80378	gene product	Not needed	80618	gene product	database
Not needed	80378	gene product	Not needed	82374	gene product	database
Not needed	80378	gene product	Not needed	78106	gene product	database
Not needed	80378	gene product	Not needed	81134	gene product	database
Not needed	80393	gene product	Not needed	79234	gene product	database
Not needed	80402	gene product	Not needed	84490	gene product	database
Not needed	80408	gene product	Not needed	83915	gene product	database
Not needed	80408	gene product	Not needed	81166	gene product	database
Not needed	80480	gene product	Not needed	80844	gene product	database
Not needed	80532	gene product	Not needed	78179	gene product	database
Not needed	80533	gene product	Not needed	78106	gene product	database
Not needed	80549	gene product	Not needed	79951	gene product	database
Not needed	80549	gene product	Not needed	81968	gene product	database
Not needed	80549	gene product	Not needed	80893	gene product	database
Not needed	80549	gene product	Not needed	83489	gene product	database
Not needed	80549	gene product	Not needed	81282	gene product	database
Not needed	80552	gene product	Not needed	81405	gene product	database
Not needed	80618	gene product	Not needed	83521	gene product	database
Not needed	80618	gene product	Not needed	82437	gene product	database
Not needed	80618	gene product	Not needed	73656	metabolite	database
Not needed	80626	gene product	Not needed	78067	gene product	database
Not needed	78106	gene product	Not needed	81272	gene product	database
Not needed	78106	gene product	Not needed	79884	gene product	database
Not needed	78106	gene product	Not needed	79880	gene product	database
Not needed	78106	gene product	Not needed	78059	gene product	database
Not needed	78106	gene product	Not needed	79999	gene product	database
Not needed	78106	gene product	Not needed	82437	gene product	database
Not needed	78106	gene product	Not needed	80719	gene product	database
Not needed	80654	gene product	Not needed	82258	gene product	database
Not needed	30925	metabolite	Not needed	81636	gene product	database
Not needed	80777	gene product	Not needed	81143	gene product	database
Not needed	80796	gene product	Not needed	81134	gene product	database
Not needed	81017	gene product	Not needed	81027	gene product	database
Not needed	81053	gene product	Not needed	79777	gene product	database
Not needed	81058	gene product	Not needed	78067	gene product	database
Not needed	78056	gene product	Not needed	80968	gene product	database
Not needed	81080	gene product	Not needed	81272	gene product	database
Not needed	81080	gene product	Not needed	83730	gene product	database
Not needed	81080	gene product	Not needed	82733	gene product	database
Not needed	81123	gene product	Not needed	78108	gene product	database
Not needed	81125	gene product	Not needed	81170	gene product	database
Not needed	81153	gene product	Not needed	80086	gene product	database
Not needed	80866	gene product	Not needed	80607	gene product	database
Not needed	79769	gene product	Not needed	81642	gene product	database
Not needed	81209	gene product	Not needed	81539	gene product	database
Not needed	79884	gene product	Not needed	79896	gene product	database
Not needed	81399	gene product	Not needed	79088	gene product	database
Not needed	81423	gene product	Not needed	82516	gene product	database
Not needed	80105	gene product	Not needed	84569	gene product	database
Not needed	81443	gene product	Not needed	84907	gene product	database
Not needed	80088	gene product	Not needed	80607	gene product	database
Not needed	81495	gene product	Not needed	82774	gene product	database
Not needed	81666	gene product	Not needed	80928	gene product	database
Not needed	81724	gene product	Not needed	37887	metabolite	database
Not needed	78394	gene product	Not needed	78179	gene product	database
Not needed	81802	gene product	Not needed	78179	gene product	database
Not needed	79316	gene product	Not needed	80928	gene product	database
Not needed	79951	gene product	Not needed	81983	gene product	database
Not needed	81883	gene product	Not needed	78731	gene product	database
Not needed	78997	gene product	Not needed	80968	gene product	database
Not needed	81932	gene product	Not needed	82041	gene product	database
Not needed	80131	gene product	Not needed	81272	gene product	database
Not needed	81272	gene product	Not needed	82827	gene product	database
Not needed	82048	gene product	Not needed	81733	gene product	database
Not needed	82075	gene product	Not needed	81049	gene product	database
Not needed	80949	gene product	Not needed	82299	gene product	database
Not needed	82092	gene product	Not needed	84511	gene product	database
Not needed	82092	gene product	Not needed	81956	gene product	database
Not needed	82292	gene product	Not needed	79769	gene product	database
Not needed	82292	gene product	Not needed	82437	gene product	database
Not needed	80861	gene product	Not needed	78106	gene product	database
Not needed	79316	gene product	Not needed	79278	gene product	database
Not needed	80858	gene product	Not needed	78739	gene product	database
Not needed	82406	gene product	Not needed	85217	gene product	database
Not needed	78108	gene product	Not needed	78556	gene product	database
Not needed	80938	gene product	Not needed	81134	gene product	database
Not needed	82491	gene product	Not needed	81114	gene product	database
Not needed	83114	gene product	Not needed	80968	gene product	database
Not needed	83730	gene product	Not needed	81272	gene product	database
Not needed	82410	gene product	Not needed	79769	gene product	database
Not needed	79278	gene product	Not needed	81053	gene product	database
Not needed	84180	gene product	Not needed	79272	gene product	database
Not needed	81237	gene product	Not needed	79878	gene product	database
Not needed	79954	gene product	Not needed	80928	gene product	database
Not needed	82636	gene product	Not needed	80968	gene product	database
Not needed	79951	gene product	Not needed	79896	gene product	database
Not needed	84344	gene product	Not needed	81134	gene product	database
Not needed	82015	gene product	Not needed	79878	gene product	database
Not needed	82646	gene product	Not needed	80897	gene product	database
Not needed	84430	gene product	Not needed	78739	gene product	database
Not needed	79272	gene product	Not needed	80968	gene product	database
Not needed	80607	gene product	Not needed	79769	gene product	database
Not needed	84686	gene product	Not needed	80429	gene product	database
Not needed	84789	gene product	Not needed	79878	gene product	database
Not needed	82672	gene product	Not needed	78106	gene product	database
Not needed	81053	gene product	Not needed	79234	gene product	database
Not needed	79951	gene product	Not needed	80582	gene product	database
Not needed	85128	gene product	Not needed	82302	gene product	database
Not needed	81302	gene product	Not needed	80968	gene product	database
Not needed	78005	gene product	Not needed	29916	metabolite	database
Not needed	78028	gene product	Not needed	29916	metabolite	database
Not needed	78052	gene product	Not needed	31033	metabolite	database
Not needed	78021	gene product	Not needed	29916	metabolite	database
Not needed	78054	gene product	Not needed	28425	metabolite	database
Not needed	78063	gene product	Not needed	29916	metabolite	database
Not needed	78064	gene product	Not needed	31031	metabolite	database
Not needed	78066	gene product	Not needed	31004	metabolite	database
Not needed	78066	gene product	Not needed	31020	metabolite	database
Not needed	73656	metabolite	Not needed	31006	metabolite	database
Not needed	78028	gene product	Not needed	31006	metabolite	database
Not needed	78121	gene product	Not needed	29916	metabolite	database
Not needed	78028	gene product	Not needed	31033	metabolite	database
Not needed	78186	gene product	Not needed	31031	metabolite	database
Not needed	78190	gene product	Not needed	29902	metabolite	database
Not needed	621	lipid	Not needed	29916	metabolite	database
Not needed	621	lipid	Not needed	31006	metabolite	database
Not needed	78194	gene product	Not needed	29916	metabolite	database
Not needed	43568	metabolite	Not needed	31031	metabolite	database
Not needed	78208	gene product	Not needed	29916	metabolite	database
Not needed	78208	gene product	Not needed	31006	metabolite	database
Not needed	78216	gene product	Not needed	31033	metabolite	database
Not needed	78216	gene product	Not needed	29377	metabolite	database
Not needed	78228	gene product	Not needed	29916	metabolite	database
Not needed	78241	gene product	Not needed	29916	metabolite	database
Not needed	78241	gene product	Not needed	31006	metabolite	database
Not needed	42993	metabolite	Not needed	28622	metabolite	database
Not needed	42993	metabolite	Not needed	31031	metabolite	database
Not needed	42993	metabolite	Not needed	31006	metabolite	database
Not needed	42993	metabolite	Not needed	31004	metabolite	database
Not needed	78251	gene product	Not needed	31006	metabolite	database
Not needed	78269	gene product	Not needed	31033	metabolite	database
Not needed	78271	gene product	Not needed	29916	metabolite	database
Not needed	78271	gene product	Not needed	31006	metabolite	database
Not needed	78276	gene product	Not needed	31004	metabolite	database
Not needed	78280	gene product	Not needed	28425	metabolite	database
Not needed	78296	gene product	Not needed	29902	metabolite	database
Not needed	78309	gene product	Not needed	27804	metabolite	database
Not needed	78313	gene product	Not needed	29916	metabolite	database
Not needed	73656	metabolite	Not needed	29916	metabolite	database
Not needed	78333	gene product	Not needed	31031	metabolite	database
Not needed	78155	gene product	Not needed	31033	metabolite	database
Not needed	78039	gene product	Not needed	31031	metabolite	database
Not needed	78346	gene product	Not needed	31031	metabolite	database
Not needed	78347	gene product	Not needed	29916	metabolite	database
Not needed	78354	gene product	Not needed	31031	metabolite	database
Not needed	78061	gene product	Not needed	29902	metabolite	database
Not needed	78367	gene product	Not needed	29916	metabolite	database
Not needed	78372	gene product	Not needed	31006	metabolite	database
Not needed	78201	gene product	Not needed	29916	metabolite	database
Not needed	78384	gene product	Not needed	28425	metabolite	database
Not needed	78387	gene product	Not needed	29916	metabolite	database
Not needed	78387	gene product	Not needed	31006	metabolite	database
Not needed	78389	gene product	Not needed	29916	metabolite	database
Not needed	78395	gene product	Not needed	29916	metabolite	database
Not needed	78397	gene product	Not needed	31031	metabolite	database
Not needed	78415	gene product	Not needed	29916	metabolite	database
Not needed	78436	gene product	Not needed	29916	metabolite	database
Not needed	78442	gene product	Not needed	31033	metabolite	database
Not needed	78460	gene product	Not needed	29371	metabolite	database
Not needed	78462	gene product	Not needed	29916	metabolite	database
Not needed	78475	gene product	Not needed	29916	metabolite	database
Not needed	78475	gene product	Not needed	31006	metabolite	database
Not needed	78480	gene product	Not needed	31031	metabolite	database
Not needed	78486	gene product	Not needed	31006	metabolite	database
Not needed	78344	gene product	Not needed	29916	metabolite	database
Not needed	78449	gene product	Not needed	29916	metabolite	database
Not needed	78507	gene product	Not needed	31033	metabolite	database
Not needed	78558	gene product	Not needed	29916	metabolite	database
Not needed	78558	gene product	Not needed	31006	metabolite	database
Not needed	78567	gene product	Not needed	29902	metabolite	database
Not needed	78575	gene product	Not needed	29916	metabolite	database
Not needed	78028	gene product	Not needed	32040	metabolite	database
Not needed	78586	gene product	Not needed	31031	metabolite	database
Not needed	78586	gene product	Not needed	31007	metabolite	database
Not needed	78198	gene product	Not needed	31006	metabolite	database
Not needed	78198	gene product	Not needed	29916	metabolite	database
Not needed	78589	gene product	Not needed	29377	metabolite	database
Not needed	78590	gene product	Not needed	31006	metabolite	database
Not needed	78039	gene product	Not needed	29916	metabolite	database
Not needed	78594	gene product	Not needed	31004	metabolite	database
Not needed	78598	gene product	Not needed	31033	metabolite	database
Not needed	78599	gene product	Not needed	31004	metabolite	database
Not needed	78028	gene product	Not needed	31031	metabolite	database
Not needed	78647	gene product	Not needed	31031	metabolite	database
Not needed	78662	gene product	Not needed	32040	metabolite	database
Not needed	78672	gene product	Not needed	29916	metabolite	database
Not needed	73656	metabolite	Not needed	31005	metabolite	database
Not needed	73656	metabolite	Not needed	31031	metabolite	database
Not needed	78028	gene product	Not needed	31004	metabolite	database
Not needed	78028	gene product	Not needed	31020	metabolite	database
